pond cross id treatment sex sl bd region size resid
7 6 70 P M 44.67 9.81 tele_size 39.8277892616252 0.564706154410932
7 6 71 P F 36.16 7.09 tele_size 29.88291192724 -1.71375427717096
7 6 74 P M 41.23 7.92 tele_size 20.5396004302345 -0.970457531134129
7 6 75 P M 47 9.55 tele_size 35.3918000512531 0.887627215847271
7 6 83 P F 38.06 7.45 tele_size 28.9874703532182 1.35781546265459
7 6 84 P F 42.17 8.37 tele_size 38.3601147183653 -0.904544403095172
7 6 85 P F 45.45 9.07 tele_size 43.6161935905993 -1.2153376539942
7 6 93 P F 39.14 7.9 tele_size 30.4828796046175 0.256363307971866
7 6 94 P M 37.67 7.24 tele_size 25.857961668166 0.880368546108209
7 6 95 P F 40.19 7.85 tele_size 25.8915553559116 0.260904613722214
7 6 96 P F 43.85 9.27 tele_size 39.9648005902936 -0.307545287410549
7 6 97 P F 38.84 7.47 tele_size 27.1954225757602 -0.351337724530806
7 6 98 P F 39.64 7.93 tele_size 27.6207621843186 -0.793153765122611
7 6 99 P M 51.05 10.19 tele_size 41.6380014967818 0.293133719736349
8 4 51 NP M 30.37 5.6 tele_size 12.7981345987768 -1.38916823274326
8 4 52 NP M 36.1 6.56 tele_size 27.2587943472316 0.154911529860868
8 4 58 NP M 37.42 7.8 tele_size 21.2989203346733 0.781000251988886
8 4 63 NP M 35.71 6.43 tele_size 22.88938294387 -0.201346425697626
8 4 64 NP F 32.1 5.64 tele_size 23.6564366924176 0.57039649391035
8 4 66 NP M 32.58 6.14 tele_size 20.6073201262918 -0.632938651397347
8 4 69 NP F 37.47 7.3 tele_size 24.0868520017793 0.752814814281378
