pond family id treatment sex sl olf_size tele_size optic_size cere_size
5 1 8 NP M 49.7 5.49341783572349 78.0486703152371 147.307301926913 86.8694497582794
5 1 9 NP M 58 9.41648819535446 83.2815287714252 183.976601962904 137.070936331725
5 2 1 NP F 58.53 10.4318523566133 65.1089667281486 149.521442965958 91.5347108031367
5 2 10 NP F 62.04 5.35317052688195 68.1868699732555 185.41505453401 108.066349418633
5 2 11 NP F 59.98 8.67510720545323 52.2621172852756 153.550895280013 91.0362582432277
5 2 12 NP M 59.56 9.85317695898617 113.902206374367 220.093230780832 113.486789163975
5 2 13 NP F 54.77 9.77725856372744 74.0776171599041 214.806516139873 116.339897656648
5 2 14 NP F 59.14 7.34922923509306 71.3497885179363 200.220427786342 87.4063551880388
5 2 15 NP M 55.28 9.32888302668012 80.1920977259922 171.292421682806 107.634102902128
5 2 16 NP M 59.78 12.710763549208 99.0806405981892 223.006985763654 128.490605106492
5 2 17 NP M 58.51 10.8738794581601 91.2433093002444 184.806751639421 131.972470379814
5 2 18 NP M 62.19 12.7016630374596 78.5899496462363 187.72805690683 115.593563869421
5 2 19 NP F 57.33 8.93147002342883 69.8141609435773 185.96017710785 104.672259189126
5 2 2 NP M 52.95 8.59469759592085 71.5693851207545 181.199277036269 89.3911203491643
5 2 20 NP F 51.11 10.7729480714385 78.2210430386755 202.613945451155 104.040848811965
5 2 21 NP F 55.83 12.9864081708682 63.0837217377383 191.643963293195 94.4607271342149
5 2 22 NP F 56.72 12.5811999134318 77.7677690623636 226.128886160226 103.182373610736
5 2 23 NP F 56.72 10.6882743629088 82.6139680600524 173.453029584487 103.351971342022
5 2 24 NP F 56.62 8.60051352150129 67.7621140237015 160.230817084611 113.072892625926
5 2 25 NP F 62.05 9.49222483941287 80.2834232191562 222.536917204921 111.295878281964
5 2 3 NP F 48.01 9.95738144531075 63.0205032798042 140.096724783825 73.5418280272156
5 2 4 NP M 54.93 9.15008960011495 72.6366680025086 162.577945542252 108.631816853477
5 2 6 NP M 62.49 12.8375084021578 81.3964310883547 194.604283419811 99.6699684279356
6 1 1 NP F 59.3 17.7279152553203 70.4444069828118 174.295500693378 118.5195353241
6 2 1 NP M 58 14.829042443427 91.9439804795186 212.170543562018 128.254449053589
6 2 10 NP M 54.8 8.13572904536531 62.9581314647175 134.300784045323 83.9448273944033
6 2 11 NP M 53.1 13.0690126176612 74.0980106287648 177.566087727747 102.471231684722
6 2 12 NP M 58.8 9.90830528816312 80.107643964723 208.361083376133 106.549702177561
6 2 13 NP F 57.4 7.15024112461647 73.1991643855406 223.144868612758 116.056712927141
6 2 14 NP M 55.8 14.0698354102009 81.4058574324335 210.245598156539 102.907307191428
6 2 15 NP M 60.3 8.49360978343136 55.7909618847976 153.531298187596 86.5253178107061
6 2 15 NP M 60.3 8.49360978343136 55.7909618847976 153.531298187596 86.5253178107061
6 2 2 NP F 58.6 14.5053327081921 68.6590539918286 200.672329347204 106.690006239085
6 2 3 NP M 54 10.8856185446886 110.552645479825 230.671440589831 136.816360063835
6 2 7 NP F 60.1 11.6830202990641 102.269170374002 247.271466400778 136.181945659039
6 2 9 NP F 62.2 8.24668071567321 113.914149619166 280.552077947202 142.431956932127
7 1 10 P M 50.4 4.86383130656916 47.5318503218614 127.358373007216 47.277373967721
7 1 11 P M 53.66 4.53641504168127 61.5251177259768 106.671756181631 63.2342945716054
7 1 12 P F 54.35 7.87838373219519 62.7784123201361 145.539651206358 97.420421444636
7 1 13 P F 62.19 11.0840373988733 53.9040011018367 161.624201159462 88.4662319320237
7 1 14 P F 64.59 8.08871410572056 61.9468267222889 166.354439849555 96.4979867615952
7 1 15 P F 48.38 5.92635073768543 49.8618648455249 108.338838976705 67.0566269700766
7 1 16 P F 48.32 5.94060344399929 33.9459745195452 89.9656273654285 57.2982320065769
7 1 19 P M 43.08 4.01752094630921 43.8580767654189 103.75934408185 47.9168555947865
7 1 20 P F 51.79 8.52017777611811 63.4095849814573 133.340820193941 80.777941469671
7 1 21 P F 45.46 4.62359547750773 53.1516426271417 113.364899059097 79.4490701011428
7 1 22 P M 44.84 5.29450230069259 71.1744958066258 136.716116724091 74.7007499127275
7 1 23 P M 51.54 7.30100077470332 78.393926386899 157.549546658912 94.5684186892906
7 1 24 P F 46.85 3.97528427685613 57.2012812357792 120.831083149652 76.8336765469275
7 1 26 P M 50.18 5.26766612450518 55.9682388804206 144.926612096197 91.8210198186956
7 1 27 P M 47.3 7.80019592464047 65.2214908125222 131.744511578564 87.7081106289193
7 1 28 P F 54.74 5.59787692695508 40.8573326241065 95.4542345466611 58.8512901899037
7 1 3 P F 53.7 4.83852533662974 56.6715083287872 122.300941547013 81.1399416764807
7 1 30 P M 46.72 2.98441175317049 55.6725345067364 124.754623171636 77.6233409907965
7 1 31 P F 62.27 10.9050354372048 83.8962976877489 166.768838436858 94.1327234953463
7 1 4 P F 55.1 7.67116384898199 63.116859206814 159.180160168016 84.5207518866075
7 1 5 P F 56.6 7.21819704045687 66.3823060644731 145.585336176592 89.5932221958497
7 1 7 P F 49.5 6.97283254578189 62.7880232814497 131.237450450279 107.059686746698
7 1 8 P F 47.2 8.72764173850837 62.1273863385039 153.920880646826 93.0149646543014
7 1 9 P F 49.52 10.6470025951859 81.7683586183814 145.035691150905 100.470191053202
7 2 1 P F 64.1 10.6047500570073 66.9284335874808 155.616662720646 85.4236320865054
7 2 10 P M 58.32 7.01274997939133 70.689140401003 140.36122454971 89.1090382445541
7 2 2 P M 60.97 9.59876763755725 80.5680085255375 166.655440435513 107.653412743424
7 2 7 P F 57.62 5.12283838045637 48.1192178767724 109.936475705969 78.1108391717124
7 2 8 P F 55.04 5.37911221276947 43.4446326470095 130.189478485605 83.6106893196589
7 2 9 P F 58.44 7.51383852352704 58.316690235597 134.214417951208 87.9151374162977
7 3 3 P F 61.48 12.0468458695701 63.4191432366556 126.342973465781 76.3944311133876
8 1 1 NP F 71.4 8.12824597847383 77.50678938823 214.36226045 121.554634214993
8 1 11 NP F 65.8 10.6362158006983 58.6621609201088 147.422782365904 73.7391141258453
8 1 12 NP F 64.78 10.6337930868061 66.5226418765442 199.253332135824 97.6539989989129
8 1 13 NP M 59 8.80689349693458 71.1118978151447 154.24431277834 93.6034930830151
8 1 14 NP M 55.92 4.80444279931032 63.820494613876 185.084460830857 73.1268603788405
8 1 16 NP F 54.58 9.60827234392421 55.7613104752587 157.452374769336 83.9616476670663
8 1 2 NP F 60.69 9.0123467549937 81.010230930871 228.090428954138 124.728155160511
8 1 3 NP M 60.1 8.77171200893158 66.8143684978736 169.173712892183 83.0488687201389
8 1 4 NP M 49.16 4.89365530360602 66.1006800439955 133.449702253705 62.765878835234
8 1 5 NP F 51.25 5.94067937361284 70.531479174013 135.119014304233 97.6240427708923
8 1 7 NP F 59.26 6.42204836675871 53.3095240923151 144.63736717437 84.9556756418241
8 1 8 NP M 61.61 14.0746076584739 94.4940716635657 204.768051938619 96.1595081081526
8 1 9 NP F 67.75 11.4683904399559 75.56594834337 197.667741337332 104.4275640702
8 2 1 NP F 54.76 6.14493083195798 53.6070644565099 124.905020812403 58.7547173881594
8 2 10 NP M 56.9 4.81805702904215 60.2829864515536 143.376371036753 71.7248725749762
8 2 11 NP M 58.85 7.14650523173957 63.6640972516322 144.526048795939 65.6427945157027
8 2 2 NP F 65.91 6.1768210603351 44.1677274462417 137.540783641152 79.1784368927636
8 2 3 NP F 55.23 3.44446536429212 64.929273276013 158.148278241046 76.7930522878749
8 2 4 NP F 60.52 7.02925475375556 62.1069723259255 172.214551855244 100.518806189964
8 2 5 NP M 54.62 8.38478633702988 74.9181176893251 152.221963602622 73.8659935008168
8 2 6 NP M 56 5.9194823818465 94.5434885042847 217.763091565687 119.5508006486
8 2 8 NP M 56.16 9.85712457007494 69.869020615837 145.266264848907 92.2472094726138
8 2 9 NP F 57.81 8.62077064038293 61.5601411930331 154.132055874278 80.0188399334171
9 1 1 NP F 51.2 4.15432761492037 47.4918907307912 135.229856782668 68.5703589619988
9 1 10 NP M 50.61 6.68133854279079 71.35157284476 161.397381668418 77.8830789400659
9 1 11 NP F 55.6 4.99397426520503 85.7100452656234 178.532392227029 100.368733010855
9 1 12 NP F 53.4 4.51934425334397 63.2038375332197 156.987111818012 97.7480995560684
9 1 13 NP M 49.54 4.27352866704767 69.2657399677029 133.406156665056 89.3995925727797
9 1 15 NP F 64.86 7.92113641118647 76.2030944233304 173.07283151472 108.693472110224
9 1 16 NP M 49.8 5.00758005584247 64.0673296236307 122.217724904013 66.1337041334713
9 1 3 NP M 56.38 3.93715395078793 58.8072648393276 117.921846910519 78.7373296288098
9 1 4 NP F 62.56 9.1594736790604 65.9992340616946 141.84918889963 102.313591942213
9 1 6 NP F 54.85 6.36040926125126 75.521484140695 166.215109549638 91.0157779297754
9 1 7 NP M 56.7 7.66631041203852 89.0741259257831 181.811312299395 109.85066878019
9 1 8 NP F 53.54 9.32942809552975 79.7991536130483 182.702991866575 114.03550698718
9 1 9 NP M 50.63 6.47794906411024 82.29326415154 149.705979682308 84.8241400381388
9 2 10 NP M 58.86 10.4854966596191 85.6545438707536 170.082116877842 102.327641918165
9 2 13 NP M 69.35 6.56399708702127 68.1646584038424 150.109787456046 87.2942477965558
9 2 14 NP M 71.19 8.9505678956593 79.6365352128182 157.411887742179 95.4329884190179
9 2 15 NP F 64.5 9.60730508781679 82.5605347830223 179.731970702799 86.1434157472929
9 2 16 NP F 68.6 7.6040504850889 54.9473087833642 128.422704600849 87.614164727408
9 2 17 NP F 52.1 6.44495143277487 44.3029929801302 118.005798029485 67.4979775378437
9 2 18 NP F 70.64 6.62270188303593 78.2110282621364 158.243630475346 100.382464089901
9 2 19 NP M 59.85 4.5036478947777 65.2826762583251 138.682681636284 91.9963136564292
9 2 2 NP F 62.09 8.50047885968275 79.2636630904231 170.753791647634 90.7492889386868
9 2 20 NP M 58.73 8.41029677002603 76.6494696682414 188.609396944129 106.026274918302
9 2 21 NP M 58.63 6.87536200676649 60.9959801662693 149.275916541021 101.183106940461
9 2 3 NP F 60.41 6.86898649933086 59.5936644501429 134.512297880933 82.2104984351334
9 2 4 NP M 57.55 8.19054036356923 72.9806903429217 151.654776001866 90.5270436973656
9 2 6 NP M 53.5 6.30831400203697 69.5305579897098 134.512297880933 72.0567490535202
9 2 7 NP F 61.96 11.3833377239792 84.3574146925387 201.112978485512 127.751155170533
9 2 8 NP F 61.64 9.81537566693913 85.2548960630851 195.379235580851 153.392353666881
9 2 9 NP M 58.27 9.80057732859339 79.8542196120278 145.07657150974 101.280529725632
