pond family id treatment sex sl region size
9 2 13 NP M 69.35 optic_size 150.109787456046
9 2 14 NP M 71.19 optic_size 157.411887742179
9 2 15 NP F 64.5 optic_size 179.731970702799
9 2 16 NP F 68.6 optic_size 128.422704600849
9 2 17 NP F 52.1 optic_size 118.005798029485
9 2 18 NP F 70.64 optic_size 158.243630475346
9 2 182 NP NA NA optic_size 138.682681636284
9 2 20 NP M 58.73 optic_size 188.609396944129
9 2 21 NP M 58.63 optic_size 170.753791647634
9 2 212 NP NA NA optic_size 149.275916541021
9 2 3 NP F 60.41 optic_size 134.512297880933
9 2 4 NP NA 57.55 optic_size 151.654776001866
9 2 6 NP M 53.5 optic_size 134.512297880933
9 2 7 NP F 61.96 optic_size 201.112978485512
9 2 8 NP F 61.64 optic_size 195.379235580851
9 2 9 NP M 58.27 optic_size 145.07657150974
10 1 2 P F 63.3 cere_size 117.16673543838
10 1 3 P F 59.4 cere_size 93.4794957611506
10 1 4 P M 57.5 cere_size 121.782672867473
10 1 5 P F 57.5 cere_size 108.209693448829
10 1 6 P F 61.8 cere_size 83.3750379806172
10 2 1 P M 57.6 cere_size 114.236608799573
11 1 1 P M 55.9 cere_size 89.0876760958912
11 1 10 P M 60.5 cere_size 117.02991964787
11 1 11 P M 56.4 cere_size 131.140915818376
11 1 13 P F 60.1 cere_size 95.4356622050607
11 1 14 P F 49.5 cere_size 67.7541553959616
11 1 15 P F 48.2 cere_size 81.2787309921357
11 1 17 P F 61.9 cere_size 86.3855941771657
11 1 18 P M 51.5 cere_size 98.5371979226939
11 1 19 P M 47.1 cere_size 89.1032863556748
11 1 20 P M 50.3 cere_size 89.241362982984
11 1 22 P F 49 cere_size 70.9172189292654
11 1 222 P NA NA cere_size 83.9662698930495
11 1 3 P F 58.7 cere_size 124.24682259006
11 1 4 P M 58.8 cere_size 106.628553028861
11 1 6 P F 57.1 cere_size 103.075501729827
11 1 8 P F 51.6 cere_size 69.1427690850332
11 1 9 P F 70.9 cere_size 101.336690905807
12 1 1 P F 54.5 cere_size 67.3641861378566
12 1 2 P M 56.7 cere_size 103.97405868095
12 1 3 P F 56.7 cere_size 79.7483329224358
12 1 4 P F 62.1 cere_size 97.8242512330052
12 1 5 P NA 62.1 cere_size 91.1971334062293
12 1 6 P F 57.1 cere_size 96.9221821180482
12 1 9 P F 61.3 cere_size 105.436243195553
12 2 1 P M 50.9 cere_size 105.504511874552
12 2 2 P F 59.6 cere_size 103.540809268427
12 2 3 P M 61.2 cere_size 92.7831186480312
13 1 1 P F 64.8 cere_size 95.9889647359496
13 1 2 P M 67.1 cere_size 113.75112536915
13 1 3 P F 69.9 cere_size 94.4790680389562
13 1 4 P F 64.2 cere_size 111.353446904675
13 1 5 P F 43.34 cere_size 70.9035900308533
13 1 6 P F 70.75 cere_size 128.55867758266
13 2 7 P M 56.66 cere_size 83.0234779724719
13 2 8 P M 62.35 cere_size 124.6259256389
13 2 9 P F 56.9 cere_size 74.0246472322055
5 1 1 NP M 48.8 cere_size 70.2495023927718
5 1 11 NP F 60.2 cere_size 90.9000984760285
5 1 12 NP F 53 cere_size 90.7625752576176
5 1 13 NP F 46.7 cere_size 64.778986018552
5 1 14 NP M 49 cere_size 100.872906972407
5 1 15 NP F 54.6 cere_size 87.5159086051377
5 1 16 NP F 56.3 cere_size 68.7948477901641
5 1 17 NP F 66.3 cere_size 103.452635505819
5 1 18 NP F 57.9 cere_size 78.6155941180018
5 1 19 NP M 56.1 cere_size 92.6154154474884
5 1 2 NP F 48.6 cere_size 81.2595008890302
5 1 2 NP F 48.6 cere_size 81.2595008890302
5 1 20 NP F 65.3 cere_size 131.554021022455
5 1 22 NP F 48.9 cere_size 66.3956757780281
5 1 3 NP M 52 cere_size 86.1948502347869
5 1 3 NP M 52 cere_size 86.1948502347869
5 1 4 NP M 52.2 cere_size 105.438080712629
5 1 4 NP M 52.2 cere_size 105.438080712629
5 1 5 NP F 55.2 cere_size 89.6132813542576
5 1 6 NP M 50.2 cere_size 110.93749057989
5 1 7 NP F 55.9 cere_size 92.1461727424982
5 1 8 NP M 49.7 cere_size 86.8694497582794
5 1 9 NP M 58 cere_size 137.070936331725
5 2 1 NP F 58.53 cere_size 91.5347108031367
5 2 10 NP F 62.04 cere_size 108.066349418633
5 2 11 NP F 59.98 cere_size 91.0362582432277
5 2 12 NP M 59.56 cere_size 113.486789163975
5 2 13 NP F 54.77 cere_size 116.339897656648
5 2 14 NP F 59.14 cere_size 87.4063551880388
5 2 15 NP M 55.28 cere_size 107.634102902128
5 2 16 NP M 59.78 cere_size 128.490605106492
5 2 17 NP M 58.51 cere_size 131.972470379814
5 2 18 NP M 62.19 cere_size 115.593563869421
5 2 19 NP F 57.33 cere_size 104.672259189126
5 2 2 NP M 52.95 cere_size 89.3911203491643
5 2 20 NP F 51.11 cere_size 104.040848811965
5 2 21 NP F 55.83 cere_size 94.4607271342149
5 2 22 NP F 56.72 cere_size 103.182373610736
5 2 23 NP F 56.72 cere_size 103.351971342022
5 2 24 NP F 56.62 cere_size 113.072892625926
5 2 25 NP F 62.05 cere_size 111.295878281964
5 2 3 NP F 48.01 cere_size 73.5418280272156
5 2 4 NP M 54.93 cere_size 108.631816853477
5 2 6 NP M 62.49 cere_size 99.6699684279356
6 1 1 NP F 59.3 cere_size 118.5195353241
6 2 1 NP M 58 cere_size 128.254449053589
6 2 10 NP M 54.8 cere_size 83.9448273944033
6 2 11 NP M 53.1 cere_size 102.471231684722
6 2 12 NP M 58.8 cere_size 106.549702177561
6 2 13 NP F 57.4 cere_size 116.056712927141
6 2 14 NP M 55.8 cere_size 102.907307191428
6 2 15 NP M 60.3 cere_size 86.5253178107061
6 2 15 NP M 60.3 cere_size 86.5253178107061
6 2 2 NP F 58.6 cere_size 106.690006239085
6 2 3 NP M 54 cere_size 136.816360063835
6 2 7 NP F 60.1 cere_size 136.181945659039
6 2 9 NP F 62.2 cere_size 142.431956932127
7 1 10 P M 50.4 cere_size 47.277373967721
7 1 11 P M 53.66 cere_size 63.2342945716054
7 1 12 P F 54.35 cere_size 97.420421444636
7 1 13 P F 62.19 cere_size 88.4662319320237
7 1 14 P F 64.59 cere_size 96.4979867615952
7 1 15 P F 48.38 cere_size 67.0566269700766
7 1 16 P F 48.32 cere_size 57.2982320065769
7 1 19 P M 43.08 cere_size 47.9168555947865
7 1 20 P F 51.79 cere_size 80.777941469671
7 1 21 P F 45.46 cere_size 79.4490701011428
7 1 22 P M 44.84 cere_size 74.7007499127275
7 1 23 P M 51.54 cere_size 94.5684186892906
7 1 24 P F 46.85 cere_size 76.8336765469275
7 1 26 P M 50.18 cere_size 91.8210198186956
7 1 27 P M 47.3 cere_size 87.7081106289193
7 1 272 P NA NA cere_size 58.8512901899037
7 1 30 P NA 46.72 cere_size 77.6233409907965
7 1 31 P NA 62.27 cere_size 94.1327234953463
7 1 312 P NA NA cere_size 81.1399416764807
7 1 4 P F 55.1 cere_size 84.5207518866075
7 1 5 P F 56.6 cere_size 89.5932221958497
7 1 7 P F 49.5 cere_size 107.059686746698
7 1 8 P F 47.2 cere_size 93.0149646543014
7 1 9 P F 49.52 cere_size 100.470191053202
7 2 1 P F 64.1 cere_size 85.4236320865054
7 2 10 P M 58.32 cere_size 89.1090382445541
7 2 2 P M 60.97 cere_size 107.653412743424
7 2 7 P F 57.62 cere_size 78.1108391717124
7 2 8 P F 55.04 cere_size 83.6106893196589
7 2 9 P F 58.44 cere_size 87.9151374162977
7 3 3 P F 61.48 cere_size 76.3944311133876
8 1 1 NP F 71.4 cere_size 121.554634214993
8 1 11 NP F 65.8 cere_size 73.7391141258453
8 1 12 NP F 64.78 cere_size 97.6539989989129
8 1 13 NP M 59 cere_size 93.6034930830151
8 1 14 NP M 55.92 cere_size 73.1268603788405
8 1 16 NP F 54.58 cere_size 83.9616476670663
8 1 2 NP F 60.69 cere_size 124.728155160511
8 1 3 NP M 60.1 cere_size 83.0488687201389
8 1 4 NP M 49.16 cere_size 62.765878835234
8 1 5 NP F 51.25 cere_size 97.6240427708923
8 1 7 NP F 59.26 cere_size 84.9556756418241
8 1 8 NP M 61.61 cere_size 96.1595081081526
8 1 9 NP F 67.75 cere_size 104.4275640702
8 2 1 NP F 54.76 cere_size 58.7547173881594
8 2 10 NP M 56.9 cere_size 71.7248725749762
8 2 11 NP M 58.85 cere_size 65.6427945157027
8 2 2 NP F 65.91 cere_size 79.1784368927636
8 2 3 NP F 55.23 cere_size 76.7930522878749
8 2 4 NP F 60.52 cere_size 100.518806189964
8 2 5 NP M 54.62 cere_size 73.8659935008168
8 2 6 NP M 56 cere_size 119.5508006486
8 2 8 NP M 56.16 cere_size 92.2472094726138
8 2 9 NP F 57.81 cere_size 80.0188399334171
9 1 1 NP F 51.2 cere_size 68.5703589619988
9 1 10 NP M 50.61 cere_size 77.8830789400659
9 1 11 NP F 55.6 cere_size 100.368733010855
9 1 12 NP F 53.4 cere_size 97.7480995560684
9 1 13 NP M 49.54 cere_size 89.3995925727797
9 1 15 NP F 64.86 cere_size 108.693472110224
9 1 16 NP M 49.8 cere_size 66.1337041334713
9 1 3 NP M 56.38 cere_size 78.7373296288098
9 1 4 NP F 62.56 cere_size 102.313591942213
9 1 6 NP F 54.85 cere_size 91.0157779297754
9 1 7 NP M 56.7 cere_size 109.85066878019
9 1 8 NP F 53.54 cere_size 114.03550698718
9 1 9 NP M 50.63 cere_size 84.8241400381388
9 2 10 NP M 58.86 cere_size 102.327641918165
9 2 13 NP M 69.35 cere_size 87.2942477965558
9 2 14 NP M 71.19 cere_size 95.4329884190179
9 2 15 NP F 64.5 cere_size 86.1434157472929
9 2 16 NP F 68.6 cere_size 87.614164727408
9 2 17 NP F 52.1 cere_size 67.4979775378437
9 2 18 NP F 70.64 cere_size 100.382464089901
9 2 182 NP NA NA cere_size 91.9963136564292
9 2 20 NP M 58.73 cere_size 106.026274918302
9 2 21 NP M 58.63 cere_size 90.7492889386868
9 2 212 NP NA NA cere_size 101.183106940461
9 2 3 NP F 60.41 cere_size 82.2104984351334
9 2 4 NP NA 57.55 cere_size 90.5270436973656
9 2 6 NP M 53.5 cere_size 72.0567490535202
9 2 7 NP F 61.96 cere_size 127.751155170533
9 2 8 NP F 61.64 cere_size 153.392353666881
9 2 9 NP M 58.27 cere_size 101.280529725632
