pond cross id treatment sex sl region size resid type
6 6 91 NP F 37.53 optic_size 92.8434100900381 8.40498093215005 pond
6 6 92 NP F 42.89 optic_size 106.527732714263 13.7448831275578 pond
6 6 94 NP F 42 optic_size 81.7413962274266 -9.65590593732976 pond
6 6 95 NP F 34.06 optic_size 57.7815671916722 -21.2547838154703 pond
6 6 97 NP M 43.39 optic_size 111.625401730494 18.0641547157271 pond
6 6 98 NP M 35.95 optic_size 76.7356693572393 -5.24302392797502 pond
6 6 99 NP F 39.34 optic_size 95.358392824597 8.10216497712687 pond
6 6 100 NP M 39.78 optic_size 95.8204202646846 7.87920268052054 pond
7 6 65 P F 35.27 optic_size 64.8761274122515 -16.0439453707993 pond
7 6 66 P M 43.89 optic_size 80.9439495321565 -13.3956949106718 pond
7 6 67 P M 41.6 optic_size 116.639943313622 25.8653590913151 pond
7 6 68 P M 40.67 optic_size 87.9660342625969 -1.36073074351632 pond
7 6 69 P M 43.51 optic_size 93.4185895125812 -0.329472884920361 pond
7 6 70 P M 44.67 optic_size 112.378645492413 16.8247010618091 pond
7 6 71 P F 36.16 optic_size 78.9038317355252 -3.40178846947484 pond
7 6 74 P M 41.23 optic_size 69.5940729040431 -20.6044972214989 pond
7 6 75 P M 47 optic_size 93.3329087290114 -5.84836771635835 pond
7 6 83 P F 38.06 optic_size 86.1424827351037 0.87895230347056 pond
7 6 84 P F 42.17 optic_size 105.683095054452 14.0211377641547 pond
7 6 85 P F 45.45 optic_size 119.58794100144 22.81969658306 pond
7 6 93 P F 39.14 optic_size 93.3631746388684 6.41830576262278 pond
7 6 94 P M 37.67 optic_size 81.2563026196088 -3.40007781813647 pond
7 6 95 P F 40.19 optic_size 72.4579023709231 -16.1216011042513 pond
7 6 96 P F 43.85 optic_size 108.588274776722 14.3109021281382 pond
7 6 97 P F 38.84 optic_size 72.0190036855678 -14.458826733841 pond
7 6 98 P F 39.64 optic_size 86.1692535184499 -1.55401278585701 pond
7 6 99 P M 51.05 optic_size 122.856406393646 17.3701107809799 pond
8 4 51 NP M 30.37 optic_size 44.7810413835125 -28.5107366045373 pond
8 4 52 NP M 36.1 optic_size 75.1284916486481 -7.08372086498461 pond
8 4 58 NP M 37.42 optic_size 73.1115499371496 -11.155631786565 pond
8 4 63 NP M 35.71 optic_size 68.3238389072292 -13.2812236125157 pond
8 4 64 NP F 32.1 optic_size 66.1438571132942 -9.8411759758478 pond
8 4 66 NP M 32.58 optic_size 65.0240444657464 -11.7082501543345 pond
8 4 69 NP F 37.47 optic_size 70.3169136650309 -14.0281078014898 pond
8 4 73 NP M 41.37 optic_size 87.7753514645738 -2.64116994082528 pond
8 4 74 NP F 31.37 optic_size 45.0170074784043 -29.8315653657682 pond
8 4 75 NP F 32.02 optic_size 66.0802814020277 -9.78020809862452 pond
8 4 83 NP F 40.91 optic_size 101.398766835659 11.6983710640765 pond
8 4 84 NP F 35.25 optic_size 94.2036981676289 13.3147612817005 pond
8 4 86 NP F 37.69 optic_size 126.338960994998 41.6514446601298 pond
8 4 87 NP F 40.69 optic_size 96.2596021917455 6.9017012885098 pond
8 4 90 NP F 40.23 optic_size 112.576948101645 23.9351728322254 pond
8 4 91 NP M 43.72 optic_size 107.052647518843 12.9776582015558 pond
8 4 92 NP M 39.09 optic_size 98.6208089881105 11.753779854671 pond
8 4 93 NP F 37.65 optic_size 101.883591356199 17.2583468155766 pond
8 4 96 NP M 40.04 optic_size 88.5790501589373 0.233065912181288 pond
8 4 97 NP F 40.54 optic_size 103.273186922565 14.1488052477472 pond
8 4 98 NP M 37.59 optic_size 96.7494384331448 12.2176015838894 pond
9 7 51 NP F 34.14 optic_size 57.4757960491237 -21.6850985465085 pond
9 7 52 NP M 38.05 optic_size 68.6431067415827 -16.6048557414892 pond
9 7 55 NP M 34.64 optic_size 80.1800994181615 0.240807394467872 pond
9 7 57 NP M 32.8 optic_size 67.9787857305385 -9.09600375788942 pond
9 7 76 NP M 36.2 optic_size 67.7357579747839 -14.632134024461 pond
9 7 77 NP F 37.27 optic_size 76.5210566882686 -7.51260580702761 pond
9 7 78 NP F 52.4 optic_size 93.2109082047911 -14.377060463641 pond
9 7 79 NP M 48 optic_size 85.4980731489723 -15.23999815252 pond
9 7 80 NP M 50.79 optic_size 82.289482716308 -22.7920462337666 pond
9 7 83 NP M 41.34 optic_size 101.368032907186 10.9982153474705 pond
9 7 87 NP F 54.05 optic_size 128.463050611903 18.306370430868 pond
9 7 88 NP M 44.51 optic_size 105.505161372904 10.2003041192798 pond
9 7 89 NP M 47.66 optic_size 84.9403198376616 -15.2684412127491 pond
9 7 91 NP F 48.17 optic_size 90.4536941521469 -10.5490322748863 pond
9 7 92 NP F 60.53 optic_size 147.657552085146 27.4128412364368 pond
9 7 94 NP F 51.8 optic_size 134.248228109999 27.5943363552408 pond
9 7 95 NP F 55.24 optic_size 101.005601933116 -11.0036641267043 pond
9 7 96 NP F 50.54 optic_size 98.5217798999644 -6.17055033607948 pond
9 7 98 NP F 35.26 optic_size 81.1444820144014 0.239977179911712 pond
9 7 100 NP M 37.05 optic_size 64.6496283887654 -19.0415392381838 pond
10 4 79 P M 47.19 cere_size 54.3754721570396 3.87839610238454 pond
10 4 81 P M 37.48 cere_size 34.6184848054847 -1.70706310611977 pond
10 4 82 P F 44.47 cere_size 49.5530112532419 6.93888298892302 pond
10 4 83 P F 44.95 cere_size 56.6439830536059 4.36888491922043 pond
10 4 84 P F 36.91 cere_size 36.8403187939967 -0.0815857846701796 pond
10 4 85 P M 38.08 cere_size 41.3140144877062 1.3393524335461 pond
10 4 86 P M 34.77 cere_size 45.3706285136158 4.10484833394225 pond
10 4 88 P M 43.34 cere_size 49.1010327326142 -3.63630708897602 pond
10 4 89 P F 32.37 cere_size 39.6085316478231 4.1217584034964 pond
10 4 90 P F 37.25 cere_size 42.7766672543984 3.09685682846561 pond
10 4 91 P M 35.26 cere_size 42.0754990435957 3.73377377011378 pond
10 4 92 P M 39.25 cere_size 42.6979699766352 -0.285302591400526 pond
10 4 94 P F 41.55 cere_size 41.2160256956255 4.14680562149918 pond
10 4 95 P F 40.27 cere_size 0 7.21159048430128 pond
10 4 96 P M 37.81 cere_size 38.7243978490753 -0.270471912433992 pond
10 4 97 P M 36.1 cere_size 28.210300213512 -10.3378881837888 pond
10 4 98 P F 36.78 cere_size 33.353683591469 -2.14105029583754 pond
10 4 99 P F 44.55 cere_size 46.7319136392929 -0.14183582202299 pond
10 4 100 P F 42.66 cere_size 55.014618074129 4.5839956408417 pond
11 1 58 P F 33.23 cere_size 30.0246973429618 -2.94841472140321 pond
11 1 62 P F 33.2 cere_size 26.6498283763016 -4.25726255972731 pond
11 1 66 P M 51.18 cere_size 27.721553383086 -19.9675537614475 pond
11 1 76 P M 47.21 cere_size 45.317632216657 -1.00941792981899 pond
11 1 77 P M 39.29 cere_size 41.0233766875059 1.96888071892412 pond
11 1 80 P M 51.64 cere_size 49.813225893193 -2.92064238535612 pond
11 1 87 P M 40.35 cere_size 36.6535879794672 4.26582383235068 pond
11 1 88 P M 38.05 cere_size 22.8786844524424 -10.6923949679334 pond
11 1 89 P M 34.13 cere_size 26.8380705859303 -5.95793574730346 pond
11 1 90 P F 37.76 cere_size 42.9395411716552 4.75431481722851 pond
11 1 91 P F 36.61 cere_size 39.0637883927065 7.40838207364213 pond
11 1 92 P F 39.82 cere_size 32.4105287449966 -1.97094851995098 pond
11 1 93 P F 47.84 cere_size 54.4888440614275 11.4297174108794 pond
11 1 94 P M 55.78 cere_size 53.772035238591 6.59215032272564 pond
11 1 95 P F 35.22 cere_size 34.6286296307452 -1.87117975901493 pond
11 1 96 P M 47.48 cere_size 63.1798385007011 10.8500264636354 pond
11 1 97 P M 49.32 cere_size 46.4362937012665 1.87010393839674 pond
11 1 98 P F 45.15 cere_size 46.2480562378394 0.604067504493845 pond
11 1 99 P F 37.39 cere_size 31.9299787472746 -2.90153152953693 pond
11 1 100 P F 37.1 cere_size 33.3415895095078 2.07653447641906 pond
12 2 51 P F 37.13 cere_size 33.6776193619183 -0.618716427517972 pond
12 2 54 P F 38.63 cere_size 32.2898978327522 -7.01174266627615 pond
12 2 57 P F 46.46 cere_size 56.216539995779 18.4425670852423 pond
12 2 61 P F 47.35 cere_size 53.9012395601179 9.30337123059804 pond
12 2 63 P F 43.3 cere_size 45.3237140101578 -5.81416109763879 pond
12 2 67 P F 42.5 cere_size 49.9515866573686 1.86279054771322 pond
12 2 72 P M 39.22 cere_size 34.9606660674912 -6.63734437995167 pond
12 2 74 P F 36.79 cere_size 36.6508217279958 -4.06983027091842 pond
12 2 75 P F 37.09 cere_size 28.7786968759336 -6.83793649124845 pond
12 2 76 P M 47.59 cere_size 31.5902771709256 -6.1802652512443 pond
12 2 80 P M 49.51 cere_size 58.1563462306717 2.35794023822218 pond
12 2 88 P F 39.77 cere_size 25.9731823278981 -12.2421288752859 pond
12 2 89 P M 40.42 cere_size 35.0955566244153 -4.95761782734442 pond
12 2 91 P M 44.65 cere_size 55.3498574806557 3.43359924283104 pond
12 2 92 P M 36.79 cere_size 19.6108328718082 -13.5725548136819 pond
12 2 93 P F 47.05 cere_size 32.9912289060833 -8.30038094950983 pond
12 2 94 P M 45.91 cere_size 32.9399270400106 -9.07806981980541 pond
12 2 96 P M 51.61 cere_size 30.607790670156 -17.684169618407 pond
12 2 100 P M 37.64 cere_size 42.1186555283046 -3.69514969509463 pond
13 7 54 P F 38.7 cere_size 37.6829762328333 -1.98714505762174 pond
13 7 58 P F 38.18 cere_size 32.5257167035482 -5.82159162838681 pond
13 7 61 P F 39.22 cere_size 29.3037320793236 -8.70840806483877 pond
13 7 64 P M 35.13 cere_size 35.6386176153529 2.41641375624782 pond
13 7 67 P F 30.98 cere_size 15.752707825302 -8.1813000154023 pond
13 7 69 P M 44.64 cere_size 31.7489874008812 -11.3602051477278 pond
13 7 71 P M 43.14 cere_size 33.72294898077 -1.15197806160586 pond
13 7 79 P M 62.37 cere_size 16.245671557005 -32.4806301951165 pond
13 7 80 P F 46.61 cere_size 39.6136826053858 3.54846624839488 pond
13 7 81 P F 40.39 cere_size 23.6163824194249 -11.6364006152244 pond
13 7 82 P M 41.42 cere_size 25.8412531144064 -11.7378545634663 pond
13 7 84 P M 36.15 cere_size 20.5830781547916 -9.86491248543275 pond
13 7 88 P M 55.64 cere_size 34.0397407738253 -10.515680825378 pond
13 7 89 P M 55.08 cere_size 34.813873391391 -11.4567787652843 pond
13 7 91 P F 41.57 cere_size 18.8774139867851 -13.9430249016136 pond
13 7 92 P F 42.09 cere_size 29.2675918821409 -6.96255922305084 pond
13 7 94 P F 46.96 cere_size 38.9896521681833 -0.920046749962071 pond
13 7 95 P M 45.71 cere_size 31.2577687234912 -6.203184640453 pond
13 7 97 P M 39.95 cere_size 32.6046152272839 -7.84386313991591 pond
13 7 100 P M 46.98 cere_size 59.0991480840377 2.67434967235488 pond
14 2 76 NP M 43.52 cere_size 76.9875182234073 15.6157502848707 pond
14 2 77 NP M 47.02 cere_size 61.3338926753334 11.2161029100255 pond
14 2 80 NP M 42.4 cere_size 47.1075462243903 0.499983364726565 pond
14 2 82 NP F 48.86 cere_size 49.1173597839948 6.35065910382005 pond
14 2 83 NP F 31.36 cere_size 33.9577212581623 -3.4095356847119 pond
14 2 84 NP F 34.03 cere_size 33.9987276080494 -2.26046751630888 pond
14 2 85 NP F 43.03 cere_size 53.9831009709084 7.70470227063283 pond
14 2 86 NP M 49.95 cere_size 64.2760461645544 4.46175736075766 pond
14 2 88 NP F 42.51 cere_size 43.8726490952256 18.1343893985412 pond
14 2 89 NP F 45.32 cere_size 47.6682250762709 2.20386731761078 pond
14 2 90 NP F 38.87 cere_size 44.091211281176 5.23019595642161 pond
14 2 91 NP F 39.43 cere_size 49.8266791408381 11.0459924735313 pond
14 2 93 NP F 43.57 cere_size 59.5488799130652 9.60814646812895 pond
14 2 94 NP M 43.4 cere_size 49.5567142595951 1.80336531935347 pond
14 2 95 NP M 40.1 cere_size 31.2346066159643 -3.44218017460696 pond
14 2 97 NP F 42.45 cere_size 51.3180219160582 4.32308020386663 pond
14 2 98 NP M 40.7 cere_size 49.7403637164188 3.61227005222789 pond
14 2 99 NP M 42.33 cere_size 38.5542092964031 -0.0635874265271443 pond
14 2 100 NP M 46.23 cere_size 41.8225137733417 -0.333114593799578 pond
5 1 53 NP M 33.53 cere_size 39.7434291208144 2.82227391516842 pond
5 1 54 NP F 27.91 cere_size 23.2115993703473 1.5719697502037 pond
5 1 56 NP M 28.05 cere_size 73.0931460240657 28.4210565185574 pond
5 1 58 NP F 26.94 cere_size 39.0318273998452 9.23509578537167 pond
5 1 61 NP M 37.97 cere_size 29.6943460165384 -1.89144553576478 pond
5 1 64 NP M 26.05 cere_size 32.8364607876645 7.38245435086082 pond
5 1 65 NP M 34.8 cere_size 33.6461900391342 -4.31516807102235 pond
5 1 78 NP F 33.35 cere_size 30.2955069684263 -2.20104474128508 pond
5 1 82 NP F 32.48 cere_size 27.7932960657849 -3.5826575271382 pond
5 1 84 NP F 34.78 cere_size 28.2890869142454 3.1308669876134 pond
5 1 87 NP F 37.86 cere_size 32.7467400905436 1.97694119804006 pond
5 1 89 NP F 37.69 cere_size 42.4681689527267 2.93642197608805 pond
5 1 91 NP F 42.89 cere_size 51.3066804393296 2.68155040381829 pond
5 1 93 NP F 34.51 cere_size 25.2847649530303 -0.125703367460928 pond
5 1 94 NP M 34.11 cere_size 30.6740447030093 -6.6485493912547 pond
5 1 95 NP F 35.33 cere_size 29.6072682272975 -2.48533307052655 pond
5 1 97 NP M 39.55 cere_size 33.085365172476 -2.58297376475026 pond
5 1 98 NP M 39.95 cere_size 49.9537800218331 6.09943779083099 pond
5 1 99 NP M 37.63 cere_size 31.7342797118388 -0.717423289459335 pond
5 1 100 NP M 36.41 cere_size 31.4699043118577 -0.347138904893283 pond
6 6 52 NP M 30.89 cere_size 23.0300979754354 -2.67390600281534 pond
6 6 54 NP F 30.6 cere_size 40.7156212124553 10.7604482369474 pond
6 6 57 NP M 31.22 cere_size 27.0976698224067 -4.30513563524783 pond
6 6 58 NP M 35.13 cere_size 20.9838083412319 -10.0734146863679 pond
6 6 64 NP M 44.26 cere_size 48.6161878051775 4.50280961733742 pond
6 6 69 NP F 37.53 cere_size 44.4086348789274 9.62298128753329 pond
6 6 72 NP M 35.74 cere_size 38.1828753742763 5.60524066840386 pond
6 6 73 NP M 36.73 cere_size 36.6098292230957 -1.69204732263531 pond
6 6 75 NP F 28.91 cere_size 26.515087295808 0.324411980584116 pond
6 6 76 NP F 35.24 cere_size 56.005218934011 29.0071328774505 pond
6 6 77 NP F 42.91 cere_size 53.9042866883851 14.6758059663028 pond
6 6 91 NP F 37.53 cere_size 41.5894128615237 3.96258256417453 pond
6 6 92 NP F 42.89 cere_size 47.3469172913616 10.3580528604621 pond
6 6 94 NP F 42 cere_size 35.298664668206 0.658458466056786 pond
6 6 95 NP F 34.06 cere_size 23.6202005372393 -6.0210166714153 pond
6 6 97 NP M 43.39 cere_size 45.667683382781 3.42509018540569 pond
6 6 98 NP M 35.95 cere_size 32.5557722029397 -7.40381229925164 pond
6 6 99 NP F 39.34 cere_size 37.8592374461842 10.4931090334217 pond
6 6 100 NP M 39.78 cere_size 38.366546658086 -0.245412581766024 pond
7 6 65 P F 35.27 cere_size 36.6871489115537 -1.73902071626661 pond
7 6 66 P M 43.89 cere_size 25.9583539379267 -10.4880996895116 pond
7 6 67 P M 41.6 cere_size 48.8712843423955 0.53001454032476 pond
7 6 68 P M 40.67 cere_size 37.726177187387 -6.24539085855006 pond
7 6 69 P M 43.51 cere_size 42.1643184787877 5.35459164770119 pond
7 6 70 P M 44.67 cere_size 50.2114535384584 5.0523635176217 pond
7 6 71 P F 36.16 cere_size 32.2988790428701 1.11617777618441 pond
7 6 74 P M 41.23 cere_size 28.7346970116616 -11.8069300047513 pond
7 6 75 P M 47 cere_size 40.5965423043561 -1.02877862007931 pond
7 6 83 P F 38.06 cere_size 37.094862515392 -1.12080481153904 pond
7 6 84 P F 42.17 cere_size 40.1455834888293 5.34987451870603 pond
7 6 85 P F 45.45 cere_size 48.6343576786671 8.2900299567604 pond
7 6 93 P F 39.14 cere_size 37.456276155733 -0.387955715296432 pond
7 6 94 P M 37.67 cere_size 32.9269316437205 -3.97494455167349 pond
7 6 95 P F 40.19 cere_size 32.0313626778056 -5.72065789262696 pond
7 6 96 P F 43.85 cere_size 52.5929286715132 5.76835570483497 pond
7 6 97 P F 38.84 cere_size 34.8769817208203 -3.46359047883248 pond
7 6 98 P F 39.64 cere_size 36.7585959690995 -3.60311024446423 pond
7 6 99 P M 51.05 cere_size 53.4618322855804 2.35782224361162 pond
8 4 51 NP M 30.37 cere_size 22.8625179336242 -11.8804298315774 pond
8 4 52 NP M 36.1 cere_size 33.0879897337348 -1.46557535075974 pond
8 4 58 NP M 37.42 cere_size 30.3654219837873 -8.35746733073183 pond
8 4 63 NP M 35.71 cere_size 23.7332578669863 -5.55961780920364 pond
8 4 64 NP F 32.1 cere_size 24.7605784828304 -2.24363613462282 pond
8 4 66 NP M 32.58 cere_size 31.0662235849679 -5.63166832526272 pond
8 4 69 NP F 37.47 cere_size 33.6072715549323 -5.60483937451271 pond
8 4 73 NP M 41.37 cere_size 42.347062125473 -3.11408956681009 pond
8 4 74 NP F 31.37 cere_size 17.1997709794536 -10.4419921226566 pond
8 4 75 NP F 32.02 cere_size 25.3136366879758 -2.74768239632761 pond
8 4 83 NP F 40.91 cere_size 43.7635881739447 3.50349151795107 pond
8 4 84 NP F 35.25 cere_size 36.6581121051264 4.62308631230225 pond
8 4 86 NP F 37.69 cere_size 47.1300072924119 12.5228919134707 pond
8 4 87 NP F 40.69 cere_size 45.8263428392241 5.01069102291106 pond
8 4 90 NP F 40.23 cere_size 51.0188388653526 12.1301880567336 pond
8 4 91 NP M 43.72 cere_size 41.2645943649585 1.93038942526257 pond
8 4 92 NP M 39.09 cere_size 41.9761451737845 5.15936868250708 pond
8 4 93 NP F 37.65 cere_size 46.3847624981559 11.4101676446465 pond
8 4 96 NP M 40.04 cere_size 39.6776483530938 0.102093356390012 pond
8 4 97 NP F 40.54 cere_size 41.4131103219526 4.44601445962758 pond
8 4 98 NP M 37.59 cere_size 35.9116635309271 3.05642998590458 pond
9 7 51 NP F 34.14 cere_size 27.4415550524638 -4.17987377459716 pond
9 7 52 NP M 38.05 cere_size 30.9662791690856 -6.09368029587401 pond
9 7 55 NP M 34.64 cere_size 29.0948324119994 -3.6151503448172 pond
9 7 57 NP M 32.8 cere_size 25.3775280863751 -5.72639205869484 pond
9 7 76 NP M 36.2 cere_size 30.5339489103374 -2.95889601510542 pond
9 7 77 NP F 37.27 cere_size 33.6211735776115 -1.17288670090972 pond
9 7 78 NP F 52.4 cere_size 46.7516529482688 0.770127920179002 pond
9 7 79 NP M 48 cere_size 41.3453189109906 0.889932005313294 pond
9 7 80 NP M 50.79 cere_size 33.916568382831 -9.22622480648895 pond
9 7 83 NP M 41.34 cere_size 42.8976863721489 2.09897159457368 pond
9 7 87 NP F 54.05 cere_size 59.8927112483296 11.8876161205273 pond
9 7 88 NP M 44.51 cere_size 39.3927092345303 -1.03824068717793 pond
9 7 89 NP M 47.66 cere_size 39.9670071314678 -0.680709608687814 pond
9 7 91 NP F 48.17 cere_size 38.502459655914 -1.17377364865098 pond
9 7 92 NP F 60.53 cere_size 63.2104953107944 10.9423495096845 pond
9 7 94 NP F 51.8 cere_size 57.4008534062106 10.0030896090369 pond
9 7 95 NP F 55.24 cere_size 53.6523189890889 7.8502525923627 pond
9 7 96 NP F 50.54 cere_size 38.8937532263653 0.972746336370569 pond
9 7 98 NP F 35.26 cere_size 28.2762804088614 -1.98102108329886 pond
9 7 100 NP M 37.05 cere_size 33.8946374230052 -6.10960994316522 pond
10 1 2 P F 63.3 olf_size 7.00646039821028 14.0925047874942 garden
10 1 3 P F 59.4 olf_size 5.22919460728499 -4.24525855719921 garden
10 1 4 P M 57.5 olf_size 10.7817550358926 26.6640736854864 garden
10 1 5 P F 57.5 olf_size 11.0958646166096 13.0910942668427 garden
10 1 6 P F 61.8 olf_size 8.96743107229781 -17.6417017731394 garden
10 2 1 P M 57.6 olf_size 6.02651896458995 18.9808435577783 garden
11 1 1 P M 55.9 olf_size 9.22955072717338 -3.83626612915723 garden
11 1 10 P M 60.5 olf_size 5.58790709971748 17.7963386716258 garden
11 1 11 P M 56.4 olf_size 10.8416243700614 37.5311432942842 garden
11 1 13 P F 60.1 olf_size 9.35549400819506 -3.24925453194953 garden
11 1 14 P F 49.5 olf_size 7.54829210401607 -16.3911590013356 garden
11 1 15 P F 48.2 olf_size 5.60060059268351 -1.08342462764953 garden
11 1 17 P F 61.9 olf_size 7.50815499066685 -14.7683116363995 garden
11 1 18 P M 51.5 olf_size 9.35052674565102 11.6485623292245 garden
11 1 19 P M 47.1 olf_size 7.80825340277821 8.2499573937844 garden
11 1 2 P M 51.9 olf_size 9.65280062957862 -16.5200809034385 garden
11 1 20 P M 50.3 olf_size 6.53975830457887 3.99872010721797 garden
11 1 22 P F 49 olf_size 11.6534866865289 0.506785794795374 garden
11 1 3 P F 58.7 olf_size 10.4863668645117 27.4822306903704 garden
11 1 4 P M 58.8 olf_size 14.4005104544674 9.72679506936276 garden
11 1 6 P F 57.1 olf_size 8.66985908751059 8.50556678707516 garden
11 1 8 P F 51.6 olf_size 6.3831227478168 -17.8830325682449 garden
11 1 9 P F 70.9 olf_size 10.6973914634169 -12.1621602905335 garden
12 1 1 P F 54.5 olf_size 5.86231855311766 -23.6394312498712 garden
12 1 2 P M 56.7 olf_size 9.64211944780084 9.95278797743277 garden
12 1 3 P F 56.7 olf_size 6.91430520327011 -14.2729377810816 garden
12 1 4 P F 62.1 olf_size 9.94066080268915 -3.60398670017725 garden
12 1 5 P NA 62.1 olf_size 12.8901923285465 -10.2311045269532 garden
12 1 6 P F 57.1 olf_size 10.6055700337732 2.35224717529643 garden
12 1 9 P F 61.3 olf_size 9.80151951242037 5.10533374083901 garden
12 2 1 P M 50.9 olf_size 6.27985644606855 19.4388726399341 garden
12 2 2 P F 59.6 olf_size 3.898225349433 5.54172283045987 garden
12 2 3 P M 61.2 olf_size 13.6847536198495 -7.41062474687379 garden
13 1 1 P F 64.8 olf_size 9.09998441181782 -9.14275681206546 garden
13 1 2 P M 67.1 olf_size 11.7026815554511 5.46458444553684 garden
13 1 3 P F 69.9 olf_size 6.89199049969745 -17.6481225592981 garden
13 1 4 P F 64.2 olf_size 5.6154564918789 7.04472171551203 garden
13 1 5 P F 43.34 olf_size 5.24414717023606 -4.79229508223332 garden
13 1 6 P F 70.75 olf_size 6.24041457581932 15.2655754760326 garden
13 2 7 P M 56.66 olf_size 6.51998096848832 -10.9429263071219 garden
13 2 8 P M 62.35 olf_size 7.08282212250645 22.8547725561963 garden
13 2 9 P F 56.9 olf_size 8.84186434045152 -20.2709555909291 garden
5 1 1 NP M 48.8 olf_size 4.74772371650671 -12.9356495858651 garden
5 1 11 NP F 60.2 olf_size 8.59539750022167 -7.92198432079031 garden
5 1 12 NP F 53 olf_size 6.08683576633022 1.81644876701898 garden
5 1 13 NP F 46.7 olf_size 6.28318530717959 -15.525678704104 garden
5 1 14 NP M 49 olf_size 7.12379286528298 17.4134228741529 garden
5 1 15 NP F 54.6 olf_size 11.1744776706281 -3.62487484239879 garden
5 1 16 NP F 56.3 olf_size 8.3089874208606 -24.6777586741188 garden
5 1 17 NP F 66.3 olf_size 9.84175573371665 -3.73657693932555 garden
5 1 18 NP F 57.9 olf_size 7.61247169872977 -17.0516693032189 garden
5 1 19 NP M 56.1 olf_size 9.93438734454081 -0.582858897177241 garden
5 1 2 NP F 48.6 olf_size 8.7408000147528 -1.65131896998945 garden
5 1 2 NP F 48.6 olf_size 8.7408000147528 -1.65131896998945 garden
5 1 20 NP F 65.3 olf_size 13.3419827945314 25.736469175397 garden
5 1 22 NP F 48.9 olf_size 4.66463677205012 -16.9266422604174 garden
5 1 3 NP M 52 olf_size 7.54813660248134 -1.37961565772563 garden
5 1 3 NP M 52 olf_size 7.54813660248134 -1.37961565772563 garden
5 1 4 NP M 52.2 olf_size 8.60692532781005 17.5892827004996 garden
5 1 4 NP M 52.2 olf_size 8.60692532781005 17.5892827004996 garden
5 1 5 NP F 55.2 olf_size 7.98379951222199 -2.35049845213051 garden
5 1 6 NP M 50.2 olf_size 12.161215117789 25.8320137639321 garden
5 1 7 NP F 55.9 olf_size 7.6095696703255 -0.777769482550275 garden
5 1 8 NP M 49.7 olf_size 5.49341783572349 2.44980324136496 garden
5 1 9 NP M 58 olf_size 9.41648819535446 41.2665068506961 garden
5 2 1 NP F 58.53 olf_size 10.4318523566133 -4.9966987948783 garden
5 2 10 NP F 62.04 olf_size 5.35317052688195 6.72041112133595 garden
5 2 11 NP F 59.98 olf_size 8.67510720545323 -7.4840592220121 garden
5 2 12 NP M 59.56 olf_size 9.85317695898617 15.5425691499314 garden
5 2 13 NP F 54.77 olf_size 9.77725856372744 24.9659319074373 garden
5 2 14 NP F 59.14 olf_size 7.34922923509306 -9.9617673748087 garden
5 2 15 NP M 55.28 olf_size 9.32888302668012 15.5605902478932 garden
5 2 16 NP M 59.78 olf_size 12.710763549208 30.2446197608698 garden
5 2 17 NP M 58.51 olf_size 10.8738794581601 35.4684939937613 garden
5 2 18 NP M 62.19 olf_size 12.7016630374596 14.0418764824109 garden
5 2 19 NP F 57.33 olf_size 8.93147002342883 9.78684230881431 garden
5 2 2 NP M 52.95 olf_size 8.59469759592085 0.513576888469976 garden
5 2 20 NP F 51.11 olf_size 10.7729480714385 17.6871608517495 garden
5 2 21 NP F 55.83 olf_size 12.9864081708682 1.63280115103252 garden
5 2 22 NP F 56.72 olf_size 12.5811999134318 9.13366969525654 garden
5 2 23 NP F 56.72 olf_size 10.6882743629088 9.30326742654321 garden
5 2 24 NP F 56.62 olf_size 8.60051352150129 19.161354770256 garden
5 2 25 NP F 62.05 olf_size 9.49222483941287 9.93622337868598 garden
5 2 3 NP F 48.01 olf_size 9.95738144531075 -8.55971207893321 garden
5 2 4 NP M 54.93 olf_size 9.15008960011495 17.0383854085723 garden
5 2 6 NP M 62.49 olf_size 12.8375084021578 -2.29321713850049 garden
6 1 1 NP F 59.3 olf_size 17.7279152553203 20.9319470655587 garden
6 2 1 NP M 58 olf_size 14.829042443427 32.4500195725602 garden
6 2 10 NP M 54.8 olf_size 8.13572904536531 -7.47028817275037 garden
6 2 11 NP M 53.1 olf_size 13.0690126176612 13.3879391343146 garden
6 2 12 NP M 58.8 olf_size 9.90830528816312 9.6479442180631 garden
6 2 13 NP F 57.4 olf_size 7.15024112461647 21.0752798049637 garden
6 2 14 NP M 55.8 olf_size 14.0698354102009 10.1205310261884 garden
6 2 15 NP M 60.3 olf_size 8.49360978343136 -12.4339310459213 garden
6 2 15 NP M 60.3 olf_size 8.49360978343136 -12.4339310459213 garden
6 2 2 NP F 58.6 olf_size 14.5053327081921 10.0625803992043 garden
6 2 3 NP M 54 olf_size 10.8856185446886 46.4985729751507 garden
6 2 7 NP F 60.1 olf_size 11.6830202990641 37.4970289220288 garden
6 2 9 NP F 62.2 olf_size 8.24668071567321 40.8665529391362 garden
7 1 10 P M 50.4 olf_size 4.86383130656916 -38.1024349678537 garden
7 1 11 P M 53.66 olf_size 4.53641504168127 -26.6171279137301 garden
7 1 12 P F 54.35 olf_size 7.87838373219519 6.62255314662108 garden
7 1 13 P F 62.19 olf_size 11.0840373988733 -13.0854554549865 garden
7 1 14 P F 64.59 olf_size 8.08871410572056 -8.34568606082173 garden
7 1 15 P F 48.38 olf_size 5.92635073768543 -15.5524275573641 garden
