pond cross id treatment sex sl bd region size
13 7 81 P F 40.39 7.83 optic_size 60.7303155815406
13 7 82 P M 41.42 8.61 optic_size 58.2415977643398
13 7 84 P M 36.15 7.15 optic_size 55.5338298327393
13 7 88 P M 55.64 11.56 optic_size 82.9065832419473
13 7 89 P M 55.08 11.26 optic_size 67.7213135639725
13 7 91 P F 41.57 8.43 optic_size 50.4771945230916
13 7 92 P F 42.09 8.81 optic_size 76.4613782009262
13 7 94 P F 46.96 9.69 optic_size 96.558382551315
13 7 95 P M 45.71 9.83 optic_size 83.3057148594932
13 7 97 P M 39.95 8.49 optic_size 72.2034583813423
13 7 100 P M 46.98 10.08 optic_size 98.8798823669152
14 2 76 NP M 43.52 9.22 optic_size 154.985637392847
14 2 77 NP M 47.02 9.47 optic_size 137.655522301509
14 2 80 NP M 42.4 8.1 optic_size 101.815887218499
14 2 82 NP F 48.86 10.19 optic_size 119.919058556743
14 2 83 NP F 31.36 6.46 optic_size 77.1285903344918
14 2 84 NP F 34.03 6.59 optic_size 72.423144470088
14 2 85 NP F 43.03 8.46 optic_size 115.466085415251
14 2 86 NP M 49.95 10 optic_size 137.647769515859
14 2 88 NP F 42.51 8.51 optic_size 124.787832760056
14 2 89 NP F 45.32 8.63 optic_size 114.875764394167
14 2 90 NP F 38.87 7.63 optic_size 109.343465607373
14 2 91 NP F 39.43 8.47 optic_size 106.535022707399
14 2 93 NP F 43.57 8.95 optic_size 121.970556977793
14 2 94 NP M 43.4 8.03 optic_size 107.751328525464
14 2 95 NP M 40.1 8.14 optic_size 81.188494964917
14 2 97 NP F 42.45 8.69 optic_size 102.418223294442
14 2 98 NP M 40.7 8.03 optic_size 95.8252486401063
14 2 99 NP M 42.33 8.82 optic_size 98.1845527658425
14 2 100 NP M 46.23 9.89 optic_size 98.3059125339699
5 1 53 NP M 33.53 6.1 optic_size 81.7467541205293
5 1 54 NP F 27.91 5.39 optic_size 61.749211834282
5 1 56 NP M 28.05 5.66 optic_size 114.939860563298
5 1 58 NP F 26.94 5.23 optic_size 87.9627565986297
5 1 61 NP M 37.97 6.69 optic_size 85.2188734775675
5 1 64 NP M 26.05 5.77 optic_size 79.5428948649768
5 1 65 NP M 34.8 6.8 optic_size 78.7444570562975
5 1 78 NP F 33.35 6.23 optic_size 75.9478504914385
5 1 82 NP F 32.48 6.89 optic_size 79.0994331088943
5 1 84 NP F 34.78 7.08 optic_size 79.0482020469481
5 1 87 NP F 37.86 7.47 optic_size 83.2020285440313
5 1 89 NP F 37.69 7.19 optic_size 87.3390460893648
5 1 91 NP F 42.89 8.75 optic_size 114.34507626568
5 1 93 NP F 34.51 6.59 optic_size 70.1580960162925
5 1 94 NP M 34.11 6.53 optic_size 67.2519298244992
5 1 95 NP F 35.33 6.4 optic_size 65.492801657513
5 1 97 NP M 39.55 7.08 optic_size 76.9019974059685
5 1 98 NP M 39.95 7.98 optic_size 112.008320761422
5 1 99 NP M 37.63 6.89 optic_size 72.9865845994672
5 1 100 NP M 36.41 6.41 optic_size 84.5376600146273
6 6 52 NP M 30.89 5.96 optic_size 61.7829368396641
6 6 54 NP F 30.6 6.35 optic_size 105.04860645645
6 6 57 NP M 31.22 6.51 optic_size 62.1601319709214
6 6 58 NP M 35.13 7.23 optic_size 57.9071153289823
6 6 64 NP M 44.26 9.49 optic_size 115.723092340614
6 6 69 NP F 37.53 7.06 optic_size 93.7214947649225
6 6 72 NP M 35.74 7.47 optic_size 87.9714865153295
6 6 73 NP M 36.73 7.29 optic_size 76.8528917947075
6 6 75 NP F 28.91 6.07 optic_size 68.3439186072162
6 6 76 NP F 35.24 7.1 optic_size 132.54094831197
6 6 77 NP F 42.91 8.68 optic_size 124.522371889766
6 6 91 NP F 37.53 7.42 optic_size 92.8434100900381
6 6 92 NP F 42.89 8.22 optic_size 106.527732714263
6 6 94 NP F 42 8.61 optic_size 81.7413962274266
6 6 95 NP F 34.06 7.02 optic_size 57.7815671916722
6 6 97 NP M 43.39 8.19 optic_size 111.625401730494
6 6 98 NP M 35.95 7.03 optic_size 76.7356693572393
6 6 99 NP F 39.34 7.7 optic_size 95.358392824597
6 6 100 NP M 39.78 7.61 optic_size 95.8204202646846
7 6 65 P F 35.27 6.86 optic_size 64.8761274122515
7 6 66 P M 43.89 8.9 optic_size 80.9439495321565
7 6 67 P M 41.6 8.54 optic_size 116.639943313622
7 6 68 P M 40.67 8.29 optic_size 87.9660342625969
7 6 69 P M 43.51 8.52 optic_size 93.4185895125812
7 6 70 P M 44.67 9.81 optic_size 112.378645492413
7 6 71 P F 36.16 7.09 optic_size 78.9038317355252
7 6 74 P M 41.23 7.92 optic_size 69.5940729040431
7 6 75 P M 47 9.55 optic_size 93.3329087290114
7 6 83 P F 38.06 7.45 optic_size 86.1424827351037
7 6 84 P F 42.17 8.37 optic_size 105.683095054452
7 6 85 P F 45.45 9.07 optic_size 119.58794100144
7 6 93 P F 39.14 7.9 optic_size 93.3631746388684
7 6 94 P M 37.67 7.24 optic_size 81.2563026196088
7 6 95 P F 40.19 7.85 optic_size 72.4579023709231
7 6 96 P F 43.85 9.27 optic_size 108.588274776722
7 6 97 P F 38.84 7.47 optic_size 72.0190036855678
7 6 98 P F 39.64 7.93 optic_size 86.1692535184499
7 6 99 P M 51.05 10.19 optic_size 122.856406393646
8 4 51 NP M 30.37 5.6 optic_size 44.7810413835125
8 4 52 NP M 36.1 6.56 optic_size 75.1284916486481
8 4 58 NP M 37.42 7.8 optic_size 73.1115499371496
8 4 63 NP M 35.71 6.43 optic_size 68.3238389072292
8 4 64 NP F 32.1 5.64 optic_size 66.1438571132942
8 4 66 NP M 32.58 6.14 optic_size 65.0240444657464
8 4 69 NP F 37.47 7.3 optic_size 70.3169136650309
8 4 73 NP M 41.37 7.95 optic_size 87.7753514645738
8 4 74 NP F 31.37 5.88 optic_size 45.0170074784043
8 4 75 NP F 32.02 6.36 optic_size 66.0802814020277
8 4 83 NP F 40.91 7.62 optic_size 101.398766835659
8 4 84 NP F 35.25 7.45 optic_size 94.2036981676289
8 4 86 NP F 37.69 7.33 optic_size 126.338960994998
8 4 87 NP F 40.69 7.51 optic_size 96.2596021917455
8 4 90 NP F 40.23 7.7 optic_size 112.576948101645
8 4 91 NP M 43.72 8.75 optic_size 107.052647518843
8 4 92 NP M 39.09 7.34 optic_size 98.6208089881105
8 4 93 NP F 37.65 6.92 optic_size 101.883591356199
8 4 96 NP M 40.04 7.44 optic_size 88.5790501589373
8 4 97 NP F 40.54 7.89 optic_size 103.273186922565
8 4 98 NP M 37.59 7.52 optic_size 96.7494384331448
9 7 51 NP F 34.14 6.82 optic_size 57.4757960491237
9 7 52 NP M 38.05 7.27 optic_size 68.6431067415827
9 7 55 NP M 34.64 6.68 optic_size 80.1800994181615
9 7 57 NP M 32.8 6.88 optic_size 67.9787857305385
9 7 76 NP M 36.2 7.35 optic_size 67.7357579747839
9 7 77 NP F 37.27 7.32 optic_size 76.5210566882686
9 7 78 NP F 52.4 10.38 optic_size 93.2109082047911
9 7 79 NP M 48 9.12 optic_size 85.4980731489723
9 7 80 NP M 50.79 10.02 optic_size 82.289482716308
9 7 83 NP M 41.34 8.52 optic_size 101.368032907186
9 7 87 NP F 54.05 11.37 optic_size 128.463050611903
9 7 88 NP M 44.51 8.9 optic_size 105.505161372904
9 7 89 NP M 47.66 10.01 optic_size 84.9403198376616
9 7 91 NP F 48.17 10.28 optic_size 90.4536941521469
9 7 92 NP F 60.53 13.18 optic_size 147.657552085146
9 7 94 NP F 51.8 11.4 optic_size 134.248228109999
9 7 95 NP F 55.24 11.47 optic_size 101.005601933116
9 7 96 NP F 50.54 10.81 optic_size 98.5217798999644
9 7 98 NP F 35.26 7.18 optic_size 81.1444820144014
9 7 100 NP M 37.05 7.09 optic_size 64.6496283887654
10 4 79 P M 47.19 8.92 cere_size 54.3754721570396
10 4 81 P M 37.48 7.22 cere_size 34.6184848054847
10 4 82 P F 44.47 9.4 cere_size 49.5530112532419
10 4 83 P F 44.95 8.51 cere_size 56.6439830536059
10 4 84 P F 36.91 7.93 cere_size 36.8403187939967
10 4 85 P M 38.08 7.53 cere_size 41.3140144877062
10 4 86 P M 34.77 7.29 cere_size 45.3706285136158
10 4 88 P M 43.34 8.29 cere_size 49.1010327326142
10 4 89 P F 32.37 6.44 cere_size 39.6085316478231
10 4 90 P F 37.25 7.65 cere_size 42.7766672543984
10 4 91 P M 35.26 7.38 cere_size 42.0754990435957
10 4 92 P M 39.25 7.53 cere_size 42.6979699766352
10 4 94 P F 41.55 8.19 cere_size 41.2160256956255
10 4 95 P F 40.27 7.49 cere_size 0
10 4 96 P M 37.81 7.86 cere_size 38.7243978490753
10 4 97 P M 36.1 6.82 cere_size 28.210300213512
10 4 98 P F 36.78 7.33 cere_size 33.353683591469
10 4 99 P F 44.55 9.37 cere_size 46.7319136392929
10 4 100 P F 42.66 8.85 cere_size 55.014618074129
11 1 58 P F 33.23 6.6 cere_size 30.0246973429618
11 1 62 P F 33.2 6.43 cere_size 26.6498283763016
11 1 66 P M 51.18 10.71 cere_size 27.721553383086
11 1 76 P M 47.21 8.97 cere_size 45.317632216657
11 1 77 P M 39.29 7.81 cere_size 41.0233766875059
11 1 80 P M 51.64 10.55 cere_size 49.813225893193
11 1 87 P M 40.35 8.02 cere_size 36.6535879794672
11 1 88 P M 38.05 8.11 cere_size 22.8786844524424
11 1 89 P M 34.13 7.13 cere_size 26.8380705859303
11 1 90 P F 37.76 7.95 cere_size 42.9395411716552
11 1 91 P F 36.61 6.88 cere_size 39.0637883927065
11 1 92 P F 39.82 8.7 cere_size 32.4105287449966
11 1 93 P F 47.84 11.2 cere_size 54.4888440614275
11 1 94 P M 55.78 11.2 cere_size 53.772035238591
11 1 95 P F 35.22 7.07 cere_size 34.6286296307452
11 1 96 P M 47.48 9.57 cere_size 63.1798385007011
11 1 97 P M 49.32 9.75 cere_size 46.4362937012665
11 1 98 P F 45.15 9.46 cere_size 46.2480562378394
11 1 99 P F 37.39 7.57 cere_size 31.9299787472746
11 1 100 P F 37.1 7.82 cere_size 33.3415895095078
12 2 51 P F 37.13 7.16 cere_size 33.6776193619183
12 2 54 P F 38.63 7.69 cere_size 32.2898978327522
12 2 57 P F 46.46 9.56 cere_size 56.216539995779
12 2 61 P F 47.35 9.31 cere_size 53.9012395601179
12 2 63 P F 43.3 8.4 cere_size 45.3237140101578
12 2 67 P F 42.5 8.55 cere_size 49.9515866573686
12 2 72 P M 39.22 7.18 cere_size 34.9606660674912
12 2 74 P F 36.79 7.38 cere_size 36.6508217279958
12 2 75 P F 37.09 7.4 cere_size 28.7786968759336
12 2 76 P M 47.59 8.9 cere_size 31.5902771709256
12 2 80 P M 49.51 9.43 cere_size 58.1563462306717
12 2 88 P F 39.77 7.67 cere_size 25.9731823278981
12 2 89 P M 40.42 7.82 cere_size 35.0955566244153
12 2 91 P M 44.65 8.66 cere_size 55.3498574806557
12 2 92 P M 36.79 6.95 cere_size 19.6108328718082
12 2 93 P F 47.05 9.85 cere_size 32.9912289060833
12 2 94 P M 45.91 8.59 cere_size 32.9399270400106
12 2 96 P M 51.61 9.37 cere_size 30.607790670156
12 2 100 P M 37.64 7.09 cere_size 42.1186555283046
13 7 54 P F 38.7 7.96 cere_size 37.6829762328333
13 7 58 P F 38.18 8.13 cere_size 32.5257167035482
13 7 61 P F 39.22 7.57 cere_size 29.3037320793236
13 7 64 P M 35.13 7.19 cere_size 35.6386176153529
13 7 67 P F 30.98 6.16 cere_size 15.752707825302
13 7 69 P M 44.64 9.51 cere_size 31.7489874008812
13 7 71 P M 43.14 9.17 cere_size 33.72294898077
13 7 79 P M 62.37 12.67 cere_size 16.245671557005
13 7 80 P F 46.61 9.71 cere_size 39.6136826053858
13 7 81 P F 40.39 7.83 cere_size 23.6163824194249
13 7 82 P M 41.42 8.61 cere_size 25.8412531144064
13 7 84 P M 36.15 7.15 cere_size 20.5830781547916
13 7 88 P M 55.64 11.56 cere_size 34.0397407738253
13 7 89 P M 55.08 11.26 cere_size 34.813873391391
13 7 91 P F 41.57 8.43 cere_size 18.8774139867851
13 7 92 P F 42.09 8.81 cere_size 29.2675918821409
13 7 94 P F 46.96 9.69 cere_size 38.9896521681833
13 7 95 P M 45.71 9.83 cere_size 31.2577687234912
13 7 97 P M 39.95 8.49 cere_size 32.6046152272839
13 7 100 P M 46.98 10.08 cere_size 59.0991480840377
14 2 76 NP M 43.52 9.22 cere_size 76.9875182234073
14 2 77 NP M 47.02 9.47 cere_size 61.3338926753334
14 2 80 NP M 42.4 8.1 cere_size 47.1075462243903
14 2 82 NP F 48.86 10.19 cere_size 49.1173597839948
14 2 83 NP F 31.36 6.46 cere_size 33.9577212581623
14 2 84 NP F 34.03 6.59 cere_size 33.9987276080494
14 2 85 NP F 43.03 8.46 cere_size 53.9831009709084
14 2 86 NP M 49.95 10 cere_size 64.2760461645544
14 2 88 NP F 42.51 8.51 cere_size 43.8726490952256
14 2 89 NP F 45.32 8.63 cere_size 47.6682250762709
14 2 90 NP F 38.87 7.63 cere_size 44.091211281176
14 2 91 NP F 39.43 8.47 cere_size 49.8266791408381
14 2 93 NP F 43.57 8.95 cere_size 59.5488799130652
14 2 94 NP M 43.4 8.03 cere_size 49.5567142595951
14 2 95 NP M 40.1 8.14 cere_size 31.2346066159643
14 2 97 NP F 42.45 8.69 cere_size 51.3180219160582
14 2 98 NP M 40.7 8.03 cere_size 49.7403637164188
14 2 99 NP M 42.33 8.82 cere_size 38.5542092964031
14 2 100 NP M 46.23 9.89 cere_size 41.8225137733417
5 1 53 NP M 33.53 6.1 cere_size 39.7434291208144
5 1 54 NP F 27.91 5.39 cere_size 23.2115993703473
5 1 56 NP M 28.05 5.66 cere_size 73.0931460240657
5 1 58 NP F 26.94 5.23 cere_size 39.0318273998452
5 1 61 NP M 37.97 6.69 cere_size 29.6943460165384
5 1 64 NP M 26.05 5.77 cere_size 32.8364607876645
5 1 65 NP M 34.8 6.8 cere_size 33.6461900391342
5 1 78 NP F 33.35 6.23 cere_size 30.2955069684263
5 1 82 NP F 32.48 6.89 cere_size 27.7932960657849
5 1 84 NP F 34.78 7.08 cere_size 28.2890869142454
5 1 87 NP F 37.86 7.47 cere_size 32.7467400905436
5 1 89 NP F 37.69 7.19 cere_size 42.4681689527267
5 1 91 NP F 42.89 8.75 cere_size 51.3066804393296
5 1 93 NP F 34.51 6.59 cere_size 25.2847649530303
5 1 94 NP M 34.11 6.53 cere_size 30.6740447030093
5 1 95 NP F 35.33 6.4 cere_size 29.6072682272975
5 1 97 NP M 39.55 7.08 cere_size 33.085365172476
5 1 98 NP M 39.95 7.98 cere_size 49.9537800218331
5 1 99 NP M 37.63 6.89 cere_size 31.7342797118388
5 1 100 NP M 36.41 6.41 cere_size 31.4699043118577
6 6 52 NP M 30.89 5.96 cere_size 23.0300979754354
6 6 54 NP F 30.6 6.35 cere_size 40.7156212124553
6 6 57 NP M 31.22 6.51 cere_size 27.0976698224067
6 6 58 NP M 35.13 7.23 cere_size 20.9838083412319
6 6 64 NP M 44.26 9.49 cere_size 48.6161878051775
6 6 69 NP F 37.53 7.06 cere_size 44.4086348789274
6 6 72 NP M 35.74 7.47 cere_size 38.1828753742763
6 6 73 NP M 36.73 7.29 cere_size 36.6098292230957
6 6 75 NP F 28.91 6.07 cere_size 26.515087295808
6 6 76 NP F 35.24 7.1 cere_size 56.005218934011
6 6 77 NP F 42.91 8.68 cere_size 53.9042866883851
6 6 91 NP F 37.53 7.42 cere_size 41.5894128615237
6 6 92 NP F 42.89 8.22 cere_size 47.3469172913616
6 6 94 NP F 42 8.61 cere_size 35.298664668206
6 6 95 NP F 34.06 7.02 cere_size 23.6202005372393
6 6 97 NP M 43.39 8.19 cere_size 45.667683382781
6 6 98 NP M 35.95 7.03 cere_size 32.5557722029397
6 6 99 NP F 39.34 7.7 cere_size 37.8592374461842
6 6 100 NP M 39.78 7.61 cere_size 38.366546658086
7 6 65 P F 35.27 6.86 cere_size 36.6871489115537
7 6 66 P M 43.89 8.9 cere_size 25.9583539379267
7 6 67 P M 41.6 8.54 cere_size 48.8712843423955
7 6 68 P M 40.67 8.29 cere_size 37.726177187387
7 6 69 P M 43.51 8.52 cere_size 42.1643184787877
7 6 70 P M 44.67 9.81 cere_size 50.2114535384584
7 6 71 P F 36.16 7.09 cere_size 32.2988790428701
7 6 74 P M 41.23 7.92 cere_size 28.7346970116616
7 6 75 P M 47 9.55 cere_size 40.5965423043561
7 6 83 P F 38.06 7.45 cere_size 37.094862515392
7 6 84 P F 42.17 8.37 cere_size 40.1455834888293
7 6 85 P F 45.45 9.07 cere_size 48.6343576786671
7 6 93 P F 39.14 7.9 cere_size 37.456276155733
7 6 94 P M 37.67 7.24 cere_size 32.9269316437205
7 6 95 P F 40.19 7.85 cere_size 32.0313626778056
7 6 96 P F 43.85 9.27 cere_size 52.5929286715132
7 6 97 P F 38.84 7.47 cere_size 34.8769817208203
7 6 98 P F 39.64 7.93 cere_size 36.7585959690995
7 6 99 P M 51.05 10.19 cere_size 53.4618322855804
8 4 51 NP M 30.37 5.6 cere_size 22.8625179336242
8 4 52 NP M 36.1 6.56 cere_size 33.0879897337348
8 4 58 NP M 37.42 7.8 cere_size 30.3654219837873
8 4 63 NP M 35.71 6.43 cere_size 23.7332578669863
8 4 64 NP F 32.1 5.64 cere_size 24.7605784828304
8 4 66 NP M 32.58 6.14 cere_size 31.0662235849679
8 4 69 NP F 37.47 7.3 cere_size 33.6072715549323
8 4 73 NP M 41.37 7.95 cere_size 42.347062125473
8 4 74 NP F 31.37 5.88 cere_size 17.1997709794536
8 4 75 NP F 32.02 6.36 cere_size 25.3136366879758
8 4 83 NP F 40.91 7.62 cere_size 43.7635881739447
8 4 84 NP F 35.25 7.45 cere_size 36.6581121051264
8 4 86 NP F 37.69 7.33 cere_size 47.1300072924119
8 4 87 NP F 40.69 7.51 cere_size 45.8263428392241
8 4 90 NP F 40.23 7.7 cere_size 51.0188388653526
8 4 91 NP M 43.72 8.75 cere_size 41.2645943649585
8 4 92 NP M 39.09 7.34 cere_size 41.9761451737845
8 4 93 NP F 37.65 6.92 cere_size 46.3847624981559
8 4 96 NP M 40.04 7.44 cere_size 39.6776483530938
8 4 97 NP F 40.54 7.89 cere_size 41.4131103219526
8 4 98 NP M 37.59 7.52 cere_size 35.9116635309271
9 7 51 NP F 34.14 6.82 cere_size 27.4415550524638
9 7 52 NP M 38.05 7.27 cere_size 30.9662791690856
9 7 55 NP M 34.64 6.68 cere_size 29.0948324119994
9 7 57 NP M 32.8 6.88 cere_size 25.3775280863751
9 7 76 NP M 36.2 7.35 cere_size 30.5339489103374
9 7 77 NP F 37.27 7.32 cere_size 33.6211735776115
9 7 78 NP F 52.4 10.38 cere_size 46.7516529482688
9 7 79 NP M 48 9.12 cere_size 41.3453189109906
9 7 80 NP M 50.79 10.02 cere_size 33.916568382831
9 7 83 NP M 41.34 8.52 cere_size 42.8976863721489
9 7 87 NP F 54.05 11.37 cere_size 59.8927112483296
9 7 88 NP M 44.51 8.9 cere_size 39.3927092345303
9 7 89 NP M 47.66 10.01 cere_size 39.9670071314678
9 7 91 NP F 48.17 10.28 cere_size 38.502459655914
9 7 92 NP F 60.53 13.18 cere_size 63.2104953107944
9 7 94 NP F 51.8 11.4 cere_size 57.4008534062106
9 7 95 NP F 55.24 11.47 cere_size 53.6523189890889
9 7 96 NP F 50.54 10.81 cere_size 38.8937532263653
9 7 98 NP F 35.26 7.18 cere_size 28.2762804088614
9 7 100 NP M 37.05 7.09 cere_size 33.8946374230052
10 4 79 P M 47.19 8.92 total_size 216.249372843369
10 4 81 P M 37.48 7.22 total_size 143.831224293364
10 4 82 P F 44.47 9.4 total_size 214.758237855526
10 4 83 P F 44.95 8.51 total_size 200.177391227109
10 4 84 P F 36.91 7.93 total_size 149.3610007945
10 4 85 P M 38.08 7.53 total_size 169.539390138322
10 4 86 P M 34.77 7.29 total_size 170.640468267196
10 4 88 P M 43.34 8.29 total_size 176.413601762406
10 4 89 P F 32.37 6.44 total_size 158.540093554213
10 4 90 P F 37.25 7.65 total_size 156.655190051138
10 4 91 P M 35.26 7.38 total_size 173.00935719565
10 4 92 P M 39.25 7.53 total_size 172.125739028006
10 4 94 P F 41.55 8.19 total_size 183.95720894645
10 4 95 P F 40.27 7.49 total_size 154.117707822617
10 4 96 P M 37.81 7.86 total_size 152.61467857992
10 4 97 P M 36.1 6.82 total_size 112.140985814582
10 4 98 P F 36.78 7.33 total_size 140.461352303941
10 4 99 P F 44.55 9.37 total_size 184.050568027667
10 4 100 P F 42.66 8.85 total_size 205.931983170404
11 1 58 P F 33.23 6.6 total_size 127.604053598954
11 1 62 P F 33.2 6.43 total_size 119.127755415856
11 1 66 P M 51.18 10.71 total_size 118.14553524634
11 1 76 P M 47.21 8.97 total_size 183.110971356268
11 1 77 P M 39.29 7.81 total_size 180.311618500957
11 1 80 P M 51.64 10.55 total_size 198.960617973546
11 1 87 P M 40.35 8.02 total_size 165.79788179204
11 1 88 P M 38.05 8.11 total_size 108.524772047237
11 1 89 P M 34.13 7.13 total_size 122.998865199537
11 1 90 P F 37.76 7.95 total_size 181.90844377285
11 1 91 P F 36.61 6.88 total_size 180.904307397746
11 1 92 P F 39.82 8.7 total_size 148.46949021639
11 1 93 P F 47.84 11.2 total_size 220.434270247136
11 1 94 P M 55.78 11.2 total_size 239.258763155189
11 1 95 P F 35.22 7.07 total_size 142.079817396614
11 1 96 P M 47.48 9.57 total_size 255.45276236163
11 1 97 P M 49.32 9.75 total_size 199.583268468779
11 1 98 P F 45.15 9.46 total_size 183.29936431247
11 1 99 P F 37.39 7.57 total_size 152.153141828126
11 1 100 P F 37.1 7.82 total_size 160.021051504504
12 2 51 P F 37.13 7.16 total_size 150.290590548376
12 2 54 P F 38.63 7.69 total_size 139.036663379462
12 2 57 P F 46.46 9.56 total_size 238.220875614722
12 2 61 P F 47.35 9.31 total_size 228.908107176461
12 2 63 P F 43.3 8.4 total_size 175.304339514547
12 2 67 P F 42.5 8.55 total_size 211.545463888778
12 2 72 P M 39.22 7.18 total_size 150.270252799727
12 2 74 P F 36.79 7.38 total_size 143.999834973796
12 2 75 P F 37.09 7.4 total_size 118.823727632018
12 2 76 P M 47.59 8.9 total_size 143.995803595672
12 2 80 P M 49.51 9.43 total_size 215.599756656638
12 2 88 P F 39.77 7.67 total_size 102.311779845738
12 2 89 P M 40.42 7.82 total_size 158.876948116755
12 2 91 P M 44.65 8.66 total_size 212.048049887769
12 2 92 P M 36.79 6.95 total_size 86.19442757815
12 2 93 P F 47.05 9.85 total_size 140.592830279148
12 2 94 P M 45.91 8.59 total_size 131.584618063503
12 2 96 P M 51.61 9.37 total_size 116.093159881898
12 2 100 P M 37.64 7.09 total_size 170.746001084945
13 7 54 P F 38.7 7.96 total_size 141.556291554318
13 7 58 P F 38.18 8.13 total_size 137.55536552453
13 7 61 P F 39.22 7.57 total_size 123.335803094643
13 7 64 P M 35.13 7.19 total_size 162.27067634624
13 7 67 P F 30.98 6.16 total_size 84.4406845390266
13 7 69 P M 44.64 9.51 total_size 125.171068406432
13 7 71 P M 43.14 9.17 total_size 147.218891022326
13 7 79 P M 62.37 12.67 total_size 75.9767735375197
13 7 80 P F 46.61 9.71 total_size 170.761592706624
13 7 81 P F 40.39 7.83 total_size 107.426509484504
13 7 82 P M 41.42 8.61 total_size 108.888175623687
13 7 84 P M 36.15 7.15 total_size 97.9356217851165
13 7 88 P M 55.64 11.56 total_size 150.822890172501
13 7 89 P M 55.08 11.26 total_size 136.760907522926
13 7 91 P F 41.57 8.43 total_size 90.0831430085642
13 7 92 P F 42.09 8.81 total_size 136.811582291805
13 7 94 P F 46.96 9.69 total_size 177.695117300068
13 7 95 P M 45.71 9.83 total_size 149.075047452894
13 7 97 P M 39.95 8.49 total_size 132.674786827258
13 7 100 P M 46.98 10.08 total_size 203.265927327995
14 2 76 NP M 43.52 9.22 total_size 287.855272436928
14 2 77 NP M 47.02 9.47 total_size 252.514558493974
14 2 80 NP M 42.4 8.1 total_size 186.288452795208
14 2 82 NP F 48.86 10.19 total_size 219.9539499563
14 2 83 NP F 31.36 6.46 total_size 137.933465614797
14 2 84 NP F 34.03 6.59 total_size 137.089796704635
14 2 85 NP F 43.03 8.46 total_size 215.134261193406
14 2 86 NP M 49.95 10 total_size 252.921131462298
14 2 88 NP F 42.51 8.51 total_size 224.757600329271
14 2 89 NP F 45.32 8.63 total_size 205.852944998453
14 2 90 NP F 38.87 7.63 total_size 195.171613309851
14 2 91 NP F 39.43 8.47 total_size 204.759077488006
14 2 93 NP F 43.57 8.95 total_size 230.575821914091
14 2 94 NP M 43.4 8.03 total_size 198.007967882703
14 2 95 NP M 40.1 8.14 total_size 144.168444554744
14 2 97 NP F 42.45 8.69 total_size 196.308857878997
14 2 98 NP M 40.7 8.03 total_size 185.224055571101
14 2 99 NP M 42.33 8.82 total_size 174.939871043416
14 2 100 NP M 46.23 9.89 total_size 182.051046633131
5 1 53 NP M 33.53 6.1 total_size 155.29372019397
5 1 54 NP F 27.91 5.39 total_size 112.619279855462
5 1 56 NP M 28.05 5.66 total_size 247.231988666902
5 1 58 NP F 26.94 5.23 total_size 163.990859719707
5 1 61 NP M 37.97 6.69 total_size 147.461876165206
5 1 64 NP M 26.05 5.77 total_size 145.631517675308
5 1 65 NP M 34.8 6.8 total_size 137.960192530545
5 1 78 NP F 33.35 6.23 total_size 133.855001235281
5 1 82 NP F 32.48 6.89 total_size 131.975840674771
5 1 84 NP F 34.78 7.08 total_size 141.987075574802
5 1 87 NP F 37.86 7.47 total_size 152.39449243934
5 1 89 NP F 37.69 7.19 total_size 167.623618500996
5 1 91 NP F 42.89 8.75 total_size 208.738721711068
5 1 93 NP F 34.51 6.59 total_size 126.055453463843
5 1 94 NP M 34.11 6.53 total_size 122.081544233683
5 1 95 NP F 35.33 6.4 total_size 124.3642673818
5 1 97 NP M 39.55 7.08 total_size 141.425844804604
5 1 98 NP M 39.95 7.98 total_size 204.694564191561
5 1 99 NP M 37.63 6.89 total_size 136.533281836262
5 1 100 NP M 36.41 6.41 total_size 148.80872781918
6 6 52 NP M 30.89 5.96 total_size 110.074543119594
6 6 54 NP F 30.6 6.35 total_size 186.597918817746
6 6 57 NP M 31.22 6.51 total_size 114.020025868832
6 6 58 NP M 35.13 7.23 total_size 99.2035734465605
6 6 64 NP M 44.26 9.49 total_size 207.294606182183
6 6 69 NP F 37.53 7.06 total_size 181.929395909867
6 6 72 NP M 35.74 7.47 total_size 163.525254765288
6 6 73 NP M 36.73 7.29 total_size 145.219277436526
6 6 75 NP F 28.91 6.07 total_size 121.036995274341
6 6 76 NP F 35.24 7.1 total_size 253.287222362057
6 6 77 NP F 42.91 8.68 total_size 233.307529058507
6 6 91 NP F 37.53 7.42 total_size 173.315027902744
6 6 92 NP F 42.89 8.22 total_size 200.262627129981
6 6 94 NP F 42 8.61 total_size 153.069652055975
6 6 95 NP F 34.06 7.02 total_size 105.773500001722
6 6 97 NP M 43.39 8.19 total_size 199.829757442876
6 6 98 NP M 35.95 7.03 total_size 133.639739820395
6 6 99 NP F 39.34 7.7 total_size 178.84525577552
6 6 100 NP M 39.78 7.61 total_size 169.474306028333
7 6 65 P F 35.27 6.86 total_size 132.868742411241
7 6 66 P M 43.89 8.9 total_size 132.932499708786
7 6 67 P M 41.6 8.54 total_size 202.910815709414
7 6 68 P M 40.67 8.29 total_size 155.159123094226
7 6 69 P M 43.51 8.52 total_size 177.844954305044
7 6 70 P M 44.67 9.81 total_size 207.821740621582
7 6 71 P F 36.16 7.09 total_size 143.832546398402
7 6 74 P M 41.23 7.92 total_size 122.584070667
7 6 75 P M 47 9.55 total_size 175.151647379612
